run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.training_f1_score,metrics.False_precision,metrics.training_accuracy_score,metrics.True_recall,metrics.False_f1-score,metrics.True_support,metrics.training_precision_score,metrics.training_log_loss,metrics.False_support,metrics.training_recall_score,metrics.True_f1-score,metrics.training_roc_auc,metrics.training_score,metrics.False_recall,metrics.True_precision,params.min_samples_split,params.oob_score,params.max_leaf_nodes,params.max_samples,params.monotonic_cst,params.ccp_alpha,params.max_features,params.n_jobs,params.warm_start,params.criterion,params.min_weight_fraction_leaf,params.class_weight,params.verbose,params.bootstrap,params.random_state,params.n_estimators,params.min_samples_leaf,params.min_impurity_decrease,params.max_depth,tags.mlflow.source.git.commit,tags.estimator_class,tags.mlflow.user,tags.mlflow.source.name,tags.mlflow.runName,tags.estimator_name,tags.mlflow.source.type
300040e3d0674983a926b095e0b2412e,0,FINISHED,mlflow-artifacts:/cb26be51f9b24710a631323121fd1f26/300040e3d0674983a926b095e0b2412e/artifacts,2026-05-14 09:16:55.090000+00:00,2026-05-14 09:17:16.107000+00:00,0.9998641602928046,0.999001442361034,0.9998639159544935,0.9470588235294117,0.9988629115012342,340.0,0.9998649085441763,0.0016667165587887125,18031.0,0.9998639159544935,0.9401459854014599,0.9999982783106373,0.9998639159544935,0.9987244190560701,0.9333333333333333,2,False,None,None,None,0.0,sqrt,None,False,gini,0.0,balanced,0,True,42,100,1,0.0,None,3a8acd40f038d2105ffb82ae4b44aa97a7886c17,sklearn.ensemble._forest.RandomForestClassifier,toni01837463829,outlier_detector_training.py,merciful-fowl-695,RandomForestClassifier,LOCAL
118efa5ec78349dabf46974ed14668bd,0,FINISHED,mlflow-artifacts:/cb26be51f9b24710a631323121fd1f26/118efa5ec78349dabf46974ed14668bd/artifacts,2026-05-14 09:03:40.407000+00:00,2026-05-14 09:04:00.436000+00:00,0.9998641602928046,,0.9998639159544935,,,,0.9998649085441763,0.0016667165587887125,,0.9998639159544935,,0.9999982783106373,0.9998639159544935,,,2,False,None,None,None,0.0,sqrt,None,False,gini,0.0,balanced,0,True,42,100,1,0.0,None,3a8acd40f038d2105ffb82ae4b44aa97a7886c17,sklearn.ensemble._forest.RandomForestClassifier,toni01837463829,outlier_detector_training.py,enchanting-wolf-220,RandomForestClassifier,LOCAL
